Code,Borough,Year,Offences,Rate,Number_of_offences
E09000011,Greenwich,2007-08,Criminal Damage,19.1,"4,509"
E09000012,Hackney,2007-08,Criminal Damage,13.6,"3,058"
E09000013,Hammersmith and Fulham,2007-08,Criminal Damage,12.8,"2,267"
E09000014,Haringey,2007-08,Criminal Damage,15.6,"3,703"
E09000015,Harrow,2007-08,Criminal Damage,7.8,"1,770"
E09000016,Havering,2007-08,Criminal Damage,12.7,"2,927"
E09000017,Hillingdon,2007-08,Criminal Damage,16.4,"4,210"
E09000018,Hounslow,2007-08,Criminal Damage,14.8,"3,450"
E09000019,Islington,2007-08,Criminal Damage,15.5,"2,916"
E09000020,Kensington and Chelsea,2007-08,Criminal Damage,9.5,"1,551"
E09000021,Kingston upon Thames,2007-08,Criminal Damage,11.5,"1,780"
E09000022,Lambeth,2007-08,Criminal Damage,14.1,"4,008"
E09000023,Lewisham,2007-08,Criminal Damage,15.2,"3,983"
E09000024,Merton,2007-08,Criminal Damage,11.1,"2,161"
E09000025,Newham,2007-08,Criminal Damage,15.1,"4,025"
E09000026,Redbridge,2007-08,Criminal Damage,9.3,"2,421"
E09000027,Richmond upon Thames,2007-08,Criminal Damage,9.5,"1,740"
E09000028,Southwark,2007-08,Criminal Damage,13.9,"3,789"
E09000029,Sutton,2007-08,Criminal Damage,13.5,"2,486"
E09000030,Tower Hamlets,2007-08,Criminal Damage,14.8,"3,326"
E09000031,Waltham Forest,2007-08,Criminal Damage,13.9,"3,286"
E09000032,Wandsworth,2007-08,Criminal Damage,10.3,"3,013"
E09000033,Westminster,2007-08,Criminal Damage,14.5,"3,200"
#N/A,Heathrow,2007-08,Criminal Damage,n/a,65
E13000001,Inner London,2007-08,Criminal Damage,13.8,"41,820"
E13000002,Outer London,2007-08,Criminal Damage,13,"60,608"
E12000007,Met Police Area,2007-08,Criminal Damage,13.3,"102,493"
727,England and Wales,2007-08,Criminal Damage,2.8,"154,252"
E09000002,Barking and Dagenham,2008-09,Criminal Damage,17.6,"3,041"
E09000003,Barnet,2008-09,Criminal Damage,8.7,"2,965"
E09000004,Bexley,2008-09,Criminal Damage,12.8,"2,911"
E09000005,Brent,2008-09,Criminal Damage,9.1,"2,661"
E09000006,Bromley,2008-09,Criminal Damage,13.5,"4,110"
E09000007,Camden,2008-09,Criminal Damage,12.5,"2,619"
E09000008,Croydon,2008-09,Criminal Damage,13,"4,557"
E09000009,Ealing,2008-09,Criminal Damage,10.6,"3,448"
E09000010,Enfield,2008-09,Criminal Damage,11.8,"3,521"
E09000011,Greenwich,2008-09,Criminal Damage,16.4,"3,920"
E09000012,Hackney,2008-09,Criminal Damage,10.4,"2,403"
E09000013,Hammersmith and Fulham,2008-09,Criminal Damage,12.1,"2,137"
E09000014,Haringey,2008-09,Criminal Damage,13.8,"3,362"
E09000015,Harrow,2008-09,Criminal Damage,8.2,"1,873"
E09000016,Havering,2008-09,Criminal Damage,12,"2,773"
E09000017,Hillingdon,2008-09,Criminal Damage,14.2,"3,707"
E09000018,Hounslow,2008-09,Criminal Damage,12.8,"3,054"
E09000019,Islington,2008-09,Criminal Damage,13.9,"2,666"
E09000020,Kensington and Chelsea,2008-09,Criminal Damage,8.3,"1,354"
E09000021,Kingston upon Thames,2008-09,Criminal Damage,10.4,"1,627"
E09000022,Lambeth,2008-09,Criminal Damage,12.6,"3,633"
E09000023,Lewisham,2008-09,Criminal Damage,14.6,"3,903"
E09000024,Merton,2008-09,Criminal Damage,11.2,"2,187"
E09000025,Newham,2008-09,Criminal Damage,14.3,"3,948"
E09000026,Redbridge,2008-09,Criminal Damage,10,"2,654"
E09000027,Richmond upon Thames,2008-09,Criminal Damage,9.4,"1,715"
E09000028,Southwark,2008-09,Criminal Damage,12.9,"3,582"
E09000029,Sutton,2008-09,Criminal Damage,13.2,"2,448"
E09000030,Tower Hamlets,2008-09,Criminal Damage,13.5,"3,130"
E09000031,Waltham Forest,2008-09,Criminal Damage,13.2,"3,190"
E09000032,Wandsworth,2008-09,Criminal Damage,9.9,"2,917"
E09000033,Westminster,2008-09,Criminal Damage,14.4,"3,147"
#N/A,Heathrow,2008-09,Criminal Damage,n/a,63
E13000001,Inner London,2008-09,Criminal Damage,12.6,"38,801"
E13000002,Outer London,2008-09,Criminal Damage,11.9,"56,362"
E12000007,Met Police Area,2008-09,Criminal Damage,12.2,"95,226"
727,England and Wales,2008-09,Criminal Damage,3,"162,078"
E09000002,Barking and Dagenham,2009-10,Criminal Damage,14.9,"2,643"
E09000003,Barnet,2009-10,Criminal Damage,7.8,"2,714"
E09000004,Bexley,2009-10,Criminal Damage,11.4,"2,595"
E09000005,Brent,2009-10,Criminal Damage,9.2,"2,749"
E09000006,Bromley,2009-10,Criminal Damage,10.8,"3,316"
E09000007,Camden,2009-10,Criminal Damage,11.7,"2,495"
E09000008,Croydon,2009-10,Criminal Damage,12.4,"4,377"
E09000009,Ealing,2009-10,Criminal Damage,10.7,"3,537"
E09000010,Enfield,2009-10,Criminal Damage,11.3,"3,410"
E09000011,Greenwich,2009-10,Criminal Damage,15,"3,644"
E09000012,Hackney,2009-10,Criminal Damage,10,"2,378"
E09000013,Hammersmith and Fulham,2009-10,Criminal Damage,10.8,"1,952"
E09000014,Haringey,2009-10,Criminal Damage,12,"2,992"
E09000015,Harrow,2009-10,Criminal Damage,8,"1,867"
E09000016,Havering,2009-10,Criminal Damage,9.8,"2,287"
E09000017,Hillingdon,2009-10,Criminal Damage,12.2,"3,232"
E09000018,Hounslow,2009-10,Criminal Damage,11.9,"2,903"
E09000019,Islington,2009-10,Criminal Damage,12.8,"2,508"
E09000020,Kensington and Chelsea,2009-10,Criminal Damage,7.3,"1,175"
E09000021,Kingston upon Thames,2009-10,Criminal Damage,8.7,"1,376"
E09000022,Lambeth,2009-10,Criminal Damage,12.2,"3,599"
E09000023,Lewisham,2009-10,Criminal Damage,14,"3,785"
E09000024,Merton,2009-10,Criminal Damage,10.3,"2,047"
E09000025,Newham,2009-10,Criminal Damage,12.8,"3,667"
E09000026,Redbridge,2009-10,Criminal Damage,9.1,"2,457"
E09000027,Richmond upon Thames,2009-10,Criminal Damage,8.3,"1,523"
E09000028,Southwark,2009-10,Criminal Damage,11.3,"3,173"
E09000029,Sutton,2009-10,Criminal Damage,11.1,"2,081"
E09000030,Tower Hamlets,2009-10,Criminal Damage,12.3,"2,948"
E09000031,Waltham Forest,2009-10,Criminal Damage,11.5,"2,853"
E09000032,Wandsworth,2009-10,Criminal Damage,9.3,"2,781"
E09000033,Westminster,2009-10,Criminal Damage,14.5,"3,146"
#N/A,Heathrow,2009-10,Criminal Damage,n/a,62
E13000001,Inner London,2009-10,Criminal Damage,11.7,"36,599"
E13000002,Outer London,2009-10,Criminal Damage,10.7,"51,611"
E12000007,Met Police Area,2009-10,Criminal Damage,11.1,"88,272"
727,England and Wales,2009-10,Criminal Damage,2.7,"151,459"
E09000002,Barking and Dagenham,2010-11,Criminal Damage,13.2,"2,418"
E09000003,Barnet,2010-11,Criminal Damage,7.7,"2,689"
E09000004,Bexley,2010-11,Criminal Damage,9.2,"2,133"
E09000005,Brent,2010-11,Criminal Damage,8.4,"2,566"
E09000006,Bromley,2010-11,Criminal Damage,9.1,"2,808"
E09000007,Camden,2010-11,Criminal Damage,10.6,"2,272"
E09000008,Croydon,2010-11,Criminal Damage,10.7,"3,839"
E09000009,Ealing,2010-11,Criminal Damage,10.6,"3,555"
E09000010,Enfield,2010-11,Criminal Damage,9.2,"2,835"
E09000011,Greenwich,2010-11,Criminal Damage,12.8,"3,191"
E09000012,Hackney,2010-11,Criminal Damage,9.1,"2,204"
E09000013,Hammersmith and Fulham,2010-11,Criminal Damage,10.9,"1,967"
E09000014,Haringey,2010-11,Criminal Damage,10.4,"2,625"
E09000015,Harrow,2010-11,Criminal Damage,6.6,"1,577"
E09000016,Havering,2010-11,Criminal Damage,9,"2,136"
E09000017,Hillingdon,2010-11,Criminal Damage,11.8,"3,173"
E09000018,Hounslow,2010-11,Criminal Damage,11.1,"2,776"
E09000019,Islington,2010-11,Criminal Damage,10.8,"2,166"
E09000020,Kensington and Chelsea,2010-11,Criminal Damage,7.3,"1,173"
E09000021,Kingston upon Thames,2010-11,Criminal Damage,8.4,"1,329"
E09000022,Lambeth,2010-11,Criminal Damage,10.8,"3,208"
E09000023,Lewisham,2010-11,Criminal Damage,11.6,"3,148"
E09000024,Merton,2010-11,Criminal Damage,9.2,"1,838"
E09000025,Newham,2010-11,Criminal Damage,10.4,"3,106"
E09000026,Redbridge,2010-11,Criminal Damage,8.5,"2,345"
E09000027,Richmond upon Thames,2010-11,Criminal Damage,7.9,"1,470"
E09000028,Southwark,2010-11,Criminal Damage,11.2,"3,176"
E09000029,Sutton,2010-11,Criminal Damage,9.3,"1,756"
E09000030,Tower Hamlets,2010-11,Criminal Damage,11.3,"2,805"
E09000031,Waltham Forest,2010-11,Criminal Damage,10.2,"2,586"
E09000032,Wandsworth,2010-11,Criminal Damage,8.5,"2,566"
E09000033,Westminster,2010-11,Criminal Damage,13.1,"2,844"
#N/A,Heathrow,2010-11,Criminal Damage,n/a,61
E13000001,Inner London,2010-11,Criminal Damage,10.5,"33,260"
E13000002,Outer London,2010-11,Criminal Damage,9.6,"47,020"
E12000007,Met Police Area,2010-11,Criminal Damage,10,"80,341"
727,England and Wales,2010-11,Criminal Damage,2.6,"145,913"
E09000002,Barking and Dagenham,2011-12,Criminal Damage,11.2,"2,090"
E09000003,Barnet,2011-12,Criminal Damage,6.6,"2,362"
E09000004,Bexley,2011-12,Criminal Damage,7.2,"1,673"
E09000005,Brent,2011-12,Criminal Damage,7.6,"2,363"
E09000006,Bromley,2011-12,Criminal Damage,8.3,"2,592"
E09000007,Camden,2011-12,Criminal Damage,9.6,"2,114"
E09000008,Croydon,2011-12,Criminal Damage,9.7,"3,545"
E09000009,Ealing,2011-12,Criminal Damage,9.1,"3,096"
E09000010,Enfield,2011-12,Criminal Damage,8.3,"2,599"
E09000011,Greenwich,2011-12,Criminal Damage,10.6,"2,713"
E09000012,Hackney,2011-12,Criminal Damage,8.5,"2,110"
E09000013,Hammersmith and Fulham,2011-12,Criminal Damage,9.6,"1,746"
E09000014,Haringey,2011-12,Criminal Damage,10.8,"2,748"
E09000015,Harrow,2011-12,Criminal Damage,6,"1,450"
E09000016,Havering,2011-12,Criminal Damage,7.7,"1,839"
E09000017,Hillingdon,2011-12,Criminal Damage,9.8,"2,687"
E09000018,Hounslow,2011-12,Criminal Damage,10.6,"2,711"
E09000019,Islington,2011-12,Criminal Damage,10,"2,054"
E09000020,Kensington and Chelsea,2011-12,Criminal Damage,7.4,"1,176"
E09000021,Kingston upon Thames,2011-12,Criminal Damage,7.3,"1,175"
E09000022,Lambeth,2011-12,Criminal Damage,9.9,"3,003"
E09000023,Lewisham,2011-12,Criminal Damage,10.6,"2,944"
E09000024,Merton,2011-12,Criminal Damage,8.2,"1,637"
E09000025,Newham,2011-12,Criminal Damage,8.3,"2,575"
E09000026,Redbridge,2011-12,Criminal Damage,8.3,"2,335"
E09000027,Richmond upon Thames,2011-12,Criminal Damage,7.4,"1,396"
E09000028,Southwark,2011-12,Criminal Damage,10.5,"3,023"
E09000029,Sutton,2011-12,Criminal Damage,8.5,"1,619"
E09000030,Tower Hamlets,2011-12,Criminal Damage,9.6,"2,464"
E09000031,Waltham Forest,2011-12,Criminal Damage,8.9,"2,318"
E09000032,Wandsworth,2011-12,Criminal Damage,7.4,"2,275"
E09000033,Westminster,2011-12,Criminal Damage,11.1,"2,431"
#N/A,Heathrow,2011-12,Criminal Damage,n/a,76
E13000001,Inner London,2011-12,Criminal Damage,9.5,"30,663"
E13000002,Outer London,2011-12,Criminal Damage,8.5,"42,200"
E12000007,Met Police Area,2011-12,Criminal Damage,8.9,"72,939"
727,England and Wales,2011-12,Criminal Damage,2.5,"141,241"
E09000002,Barking and Dagenham,2012-13,Criminal Damage,8.8,"1,673"
E09000003,Barnet,2012-13,Criminal Damage,5.4,"1,974"
E09000004,Bexley,2012-13,Criminal Damage,6.6,"1,545"
E09000005,Brent,2012-13,Criminal Damage,6.6,"2,079"
E09000006,Bromley,2012-13,Criminal Damage,6.9,"2,161"
E09000007,Camden,2012-13,Criminal Damage,7.9,"1,780"
E09000008,Croydon,2012-13,Criminal Damage,7.9,"2,927"
E09000009,Ealing,2012-13,Criminal Damage,7.2,"2,463"
E09000010,Enfield,2012-13,Criminal Damage,6.5,"2,071"
E09000011,Greenwich,2012-13,Criminal Damage,8.4,"2,195"
E09000012,Hackney,2012-13,Criminal Damage,7.2,"1,811"
E09000013,Hammersmith and Fulham,2012-13,Criminal Damage,7.6,"1,373"
E09000014,Haringey,2012-13,Criminal Damage,7.8,"2,019"
E09000015,Harrow,2012-13,Criminal Damage,5.2,"1,266"
E09000016,Havering,2012-13,Criminal Damage,6.4,"1,531"
E09000017,Hillingdon,2012-13,Criminal Damage,7.7,"2,181"
E09000018,Hounslow,2012-13,Criminal Damage,7.9,"2,057"
E09000019,Islington,2012-13,Criminal Damage,8.5,"1,801"
E09000020,Kensington and Chelsea,2012-13,Criminal Damage,6.4,"1,004"
E09000021,Kingston upon Thames,2012-13,Criminal Damage,6.4,"1,048"
E09000022,Lambeth,2012-13,Criminal Damage,7.9,"2,443"
E09000023,Lewisham,2012-13,Criminal Damage,8.2,"2,320"
E09000024,Merton,2012-13,Criminal Damage,6.3,"1,268"
E09000025,Newham,2012-13,Criminal Damage,7.3,"2,280"
E09000026,Redbridge,2012-13,Criminal Damage,5.6,"1,591"
E09000027,Richmond upon Thames,2012-13,Criminal Damage,6.3,"1,194"
E09000028,Southwark,2012-13,Criminal Damage,8,"2,354"
E09000029,Sutton,2012-13,Criminal Damage,6.5,"1,257"
E09000030,Tower Hamlets,2012-13,Criminal Damage,8.3,"2,190"
E09000031,Waltham Forest,2012-13,Criminal Damage,7.3,"1,917"
E09000032,Wandsworth,2012-13,Criminal Damage,6.2,"1,907"
E09000033,Westminster,2012-13,Criminal Damage,9.7,"2,177"
#N/A,Heathrow,2012-13,Criminal Damage,n/a,67
E13000001,Inner London,2012-13,Criminal Damage,7.8,"25,459"
E13000002,Outer London,2012-13,Criminal Damage,6.8,"34,398"
E12000007,Met Police Area,2012-13,Criminal Damage,7.2,"59,924"
727,England and Wales,2012-13,Criminal Damage,9.4,"529,719"
E09000002,Barking and Dagenham,2013-14,Criminal Damage,8.5,"1,647"
E09000003,Barnet,2013-14,Criminal Damage,5.3,"1,965"
E09000004,Bexley,2013-14,Criminal Damage,5.9,"1,398"
E09000005,Brent,2013-14,Criminal Damage,6.5,"2,047"
E09000006,Bromley,2013-14,Criminal Damage,6.4,"2,047"
E09000007,Camden,2013-14,Criminal Damage,6.9,"1,584"
E09000008,Croydon,2013-14,Criminal Damage,7.6,"2,837"
E09000009,Ealing,2013-14,Criminal Damage,6.7,"2,300"
E09000010,Enfield,2013-14,Criminal Damage,6.3,"2,035"
E09000011,Greenwich,2013-14,Criminal Damage,7.5,"1,969"
E09000012,Hackney,2013-14,Criminal Damage,6.5,"1,663"
E09000013,Hammersmith and Fulham,2013-14,Criminal Damage,6.7,"1,206"
E09000014,Haringey,2013-14,Criminal Damage,7.2,"1,907"
E09000015,Harrow,2013-14,Criminal Damage,4.5,"1,084"
E09000016,Havering,2013-14,Criminal Damage,6.1,"1,468"
E09000017,Hillingdon,2013-14,Criminal Damage,7.6,"2,172"
E09000018,Hounslow,2013-14,Criminal Damage,7.5,"1,965"
E09000019,Islington,2013-14,Criminal Damage,7.7,"1,667"
E09000020,Kensington and Chelsea,2013-14,Criminal Damage,5.5,855
E09000021,Kingston upon Thames,2013-14,Criminal Damage,5.4,899
E09000022,Lambeth,2013-14,Criminal Damage,7.7,"2,429"
E09000023,Lewisham,2013-14,Criminal Damage,7.4,"2,117"
E09000024,Merton,2013-14,Criminal Damage,5.8,"1,179"
E09000025,Newham,2013-14,Criminal Damage,6.7,"2,133"
E09000026,Redbridge,2013-14,Criminal Damage,5.2,"1,486"
E09000027,Richmond upon Thames,2013-14,Criminal Damage,5.7,"1,100"
E09000028,Southwark,2013-14,Criminal Damage,8.1,"2,408"
E09000029,Sutton,2013-14,Criminal Damage,6.4,"1,259"
E09000030,Tower Hamlets,2013-14,Criminal Damage,7.8,"2,126"
E09000031,Waltham Forest,2013-14,Criminal Damage,6.7,"1,786"
E09000032,Wandsworth,2013-14,Criminal Damage,5.6,"1,735"
E09000033,Westminster,2013-14,Criminal Damage,9.4,"2,137"
#N/A,Heathrow,2013-14,Criminal Damage,n/a,74
E13000001,Inner London,2013-14,Criminal Damage,7.2,"23,967"
E13000002,Outer London,2013-14,Criminal Damage,6.4,"32,643"
E12000007,Met Police Area,2013-14,Criminal Damage,6.7,"56,684"
727,England and Wales,2013-14,Criminal Damage,n/a,n/a
E09000002,Barking and Dagenham,2014-15,Criminal Damage,8.4,"1,673"
E09000003,Barnet,2014-15,Criminal Damage,5.6,"2,092"
E09000004,Bexley,2014-15,Criminal Damage,6.4,"1,526"
E09000005,Brent,2014-15,Criminal Damage,6.7,"2,155"
E09000006,Bromley,2014-15,Criminal Damage,7.2,"2,304"
E09000007,Camden,2014-15,Criminal Damage,7.3,"1,704"
E09000008,Croydon,2014-15,Criminal Damage,7.8,"2,943"
E09000009,Ealing,2014-15,Criminal Damage,6.9,"2,352"
E09000010,Enfield,2014-15,Criminal Damage,6.5,"2,107"
E09000011,Greenwich,2014-15,Criminal Damage,7.8,"2,090"
E09000012,Hackney,2014-15,Criminal Damage,7.4,"1,955"
E09000013,Hammersmith and Fulham,2014-15,Criminal Damage,8.2,"1,463"
E09000014,Haringey,2014-15,Criminal Damage,8.3,"2,208"
E09000015,Harrow,2014-15,Criminal Damage,4.9,"1,202"
E09000016,Havering,2014-15,Criminal Damage,6.6,"1,629"
E09000017,Hillingdon,2014-15,Criminal Damage,7.9,"2,314"
E09000018,Hounslow,2014-15,Criminal Damage,7.6,"2,012"
E09000019,Islington,2014-15,Criminal Damage,9.1,"2,005"
E09000020,Kensington and Chelsea,2014-15,Criminal Damage,6.5,"1,023"
E09000021,Kingston upon Thames,2014-15,Criminal Damage,6.1,"1,030"
E09000022,Lambeth,2014-15,Criminal Damage,8.3,"2,636"
E09000023,Lewisham,2014-15,Criminal Damage,7.8,"2,278"
E09000024,Merton,2014-15,Criminal Damage,6.6,"1,347"
E09000025,Newham,2014-15,Criminal Damage,6.9,"2,232"
E09000026,Redbridge,2014-15,Criminal Damage,5.6,"1,652"
E09000027,Richmond upon Thames,2014-15,Criminal Damage,5.5,"1,065"
E09000028,Southwark,2014-15,Criminal Damage,8.1,"2,454"
E09000029,Sutton,2014-15,Criminal Damage,6.8,"1,346"
E09000030,Tower Hamlets,2014-15,Criminal Damage,8.4,"2,383"
E09000031,Waltham Forest,2014-15,Criminal Damage,6.6,"1,761"
E09000032,Wandsworth,2014-15,Criminal Damage,5.9,"1,856"
E09000033,Westminster,2014-15,Criminal Damage,8.7,"2,039"
#N/A,Heathrow,2014-15,Criminal Damage,n/a,81
E13000001,Inner London,2014-15,Criminal Damage,7.7,"26,236"
E13000002,Outer London,2014-15,Criminal Damage,6.7,"34,600"
E12000007,Met Police Area,2014-15,Criminal Damage,7.1,"60,917"
727,England and Wales,2014-15,Criminal Damage,n/a,n/a
E09000002,Barking and Dagenham,2015-16,Criminal Damage,9.7,"1,952"
E09000003,Barnet,2015-16,Criminal Damage,5.9,"2,256"
E09000004,Bexley,2015-16,Criminal Damage,6.6,"1,610"
E09000005,Brent,2015-16,Criminal Damage,6.6,"2,143"
E09000006,Bromley,2015-16,Criminal Damage,7,"2,259"
E09000007,Camden,2015-16,Criminal Damage,8.1,"1,946"
E09000008,Croydon,2015-16,Criminal Damage,8.2,"3,114"
E09000009,Ealing,2015-16,Criminal Damage,7.3,"2,502"
E09000010,Enfield,2015-16,Criminal Damage,6.4,"2,110"
E09000011,Greenwich,2015-16,Criminal Damage,8.7,"2,385"
E09000012,Hackney,2015-16,Criminal Damage,7.5,"2,030"
E09000013,Hammersmith and Fulham,2015-16,Criminal Damage,7.9,"1,410"
E09000014,Haringey,2015-16,Criminal Damage,7.9,"2,151"
E09000015,Harrow,2015-16,Criminal Damage,4.8,"1,193"
E09000016,Havering,2015-16,Criminal Damage,6.8,"1,702"
E09000017,Hillingdon,2015-16,Criminal Damage,7.9,"2,340"
E09000018,Hounslow,2015-16,Criminal Damage,8.4,"2,248"
E09000019,Islington,2015-16,Criminal Damage,8.9,"2,032"
E09000020,Kensington and Chelsea,2015-16,Criminal Damage,6.6,"1,047"
E09000021,Kingston upon Thames,2015-16,Criminal Damage,5.9,"1,023"
E09000022,Lambeth,2015-16,Criminal Damage,8.4,"2,712"
E09000023,Lewisham,2015-16,Criminal Damage,8.2,"2,426"
E09000024,Merton,2015-16,Criminal Damage,7,"1,435"
E09000025,Newham,2015-16,Criminal Damage,7.5,"2,512"
E09000026,Redbridge,2015-16,Criminal Damage,5.6,"1,663"
E09000027,Richmond upon Thames,2015-16,Criminal Damage,5.7,"1,107"
E09000028,Southwark,2015-16,Criminal Damage,8.4,"2,584"
E09000029,Sutton,2015-16,Criminal Damage,6.6,"1,318"
E09000030,Tower Hamlets,2015-16,Criminal Damage,8,"2,367"
E09000031,Waltham Forest,2015-16,Criminal Damage,7.6,"2,059"
E09000032,Wandsworth,2015-16,Criminal Damage,5.8,"1,829"
E09000033,Westminster,2015-16,Criminal Damage,8.7,"2,105"
#N/A,Heathrow,2015-16,Criminal Damage,n/a,70
E13000001,Inner London,2015-16,Criminal Damage,7.8,"27,151"
E13000002,Outer London,2015-16,Criminal Damage,7,"36,419"
E12000007,Met Police Area,2015-16,Criminal Damage,7.3,"63,640"
727,England and Wales,2015-16,Criminal Damage,n/a,n/a
E09000002,Barking and Dagenham,2016-17,Criminal Damage,7.6,"1,571"
E09000003,Barnet,2016-17,Criminal Damage,4.8,"1,846"
E09000004,Bexley,2016-17,Criminal Damage,5.9,"1,435"
E09000005,Brent,2016-17,Criminal Damage,5.9,"1,926"
E09000006,Bromley,2016-17,Criminal Damage,5.6,"1,836"
E09000007,Camden,2016-17,Criminal Damage,6.7,"1,659"
E09000008,Croydon,2016-17,Criminal Damage,7.3,"2,794"
E09000009,Ealing,2016-17,Criminal Damage,6.2,"2,142"
E09000010,Enfield,2016-17,Criminal Damage,5.4,"1,803"
E09000011,Greenwich,2016-17,Criminal Damage,7.6,"2,129"
E09000012,Hackney,2016-17,Criminal Damage,6,"1,643"
E09000013,Hammersmith and Fulham,2016-17,Criminal Damage,6.8,"1,219"
E09000014,Haringey,2016-17,Criminal Damage,6.8,"1,882"
E09000015,Harrow,2016-17,Criminal Damage,4.1,"1,025"
E09000016,Havering,2016-17,Criminal Damage,6.1,"1,533"
E09000017,Hillingdon,2016-17,Criminal Damage,6.9,"2,102"
E09000018,Hounslow,2016-17,Criminal Damage,6.8,"1,831"
E09000019,Islington,2016-17,Criminal Damage,6.7,"1,567"
E09000020,Kensington and Chelsea,2016-17,Criminal Damage,5.6,877
E09000021,Kingston upon Thames,2016-17,Criminal Damage,5.1,899
E09000022,Lambeth,2016-17,Criminal Damage,7.2,"2,361"
E09000023,Lewisham,2016-17,Criminal Damage,6.7,"2,031"
E09000024,Merton,2016-17,Criminal Damage,5.6,"1,150"
E09000025,Newham,2016-17,Criminal Damage,6.1,"2,068"
E09000026,Redbridge,2016-17,Criminal Damage,4.7,"1,392"
E09000027,Richmond upon Thames,2016-17,Criminal Damage,5.1,998
E09000028,Southwark,2016-17,Criminal Damage,7.3,"2,299"
E09000029,Sutton,2016-17,Criminal Damage,5.3,"1,065"
E09000030,Tower Hamlets,2016-17,Criminal Damage,6.7,"2,044"
E09000031,Waltham Forest,2016-17,Criminal Damage,5.9,"1,635"
E09000032,Wandsworth,2016-17,Criminal Damage,5,"1,582"
E09000033,Westminster,2016-17,Criminal Damage,7.5,"1,862"
#N/A,Heathrow,2016-17,Criminal Damage,n/a,57
E13000001,Inner London,2016-17,Criminal Damage,6.5,"23,094"
E13000002,Outer London,2016-17,Criminal Damage,5.9,"31,112"
E12000007,Met Police Area,2016-17,Criminal Damage,6.2,"54,263"
727,England and Wales,2016-17,Criminal Damage,n/a,n/a
E09000002,Barking and Dagenham,1999-00,Drugs,2.7,444
E09000003,Barnet,1999-00,Drugs,1.6,494
E09000004,Bexley,1999-00,Drugs,1.7,375
E09000005,Brent,1999-00,Drugs,3.7,969
E09000006,Bromley,1999-00,Drugs,1.8,525
E09000007,Camden,1999-00,Drugs,8.8,"1,677"
E09000008,Croydon,1999-00,Drugs,2,676
E09000009,Ealing,1999-00,Drugs,3.4,"1,016"
E09000010,Enfield,1999-00,Drugs,2.4,665
E09000011,Greenwich,1999-00,Drugs,4,845
E09000012,Hackney,1999-00,Drugs,5,999
E09000013,Hammersmith and Fulham,1999-00,Drugs,4.2,674
E09000014,Haringey,1999-00,Drugs,3.5,773
E09000015,Harrow,1999-00,Drugs,1.9,387
E09000016,Havering,1999-00,Drugs,2.4,552
E09000017,Hillingdon,1999-00,Drugs,1.8,446
E09000018,Hounslow,1999-00,Drugs,2.7,572
E09000019,Islington,1999-00,Drugs,5.9,"1,039"
E09000020,Kensington and Chelsea,1999-00,Drugs,4.6,677
E09000021,Kingston upon Thames,1999-00,Drugs,3.8,561
E09000022,Lambeth,1999-00,Drugs,5.7,"1,510"
E09000023,Lewisham,1999-00,Drugs,3.2,804
E09000024,Merton,1999-00,Drugs,1.6,302
E09000025,Newham,1999-00,Drugs,2.7,642
E09000026,Redbridge,1999-00,Drugs,1.4,327
E09000027,Richmond upon Thames,1999-00,Drugs,1.7,292
E09000028,Southwark,1999-00,Drugs,7,"1,743"
E09000029,Sutton,1999-00,Drugs,1.5,265
E09000030,Tower Hamlets,1999-00,Drugs,5.2,998
E09000031,Waltham Forest,1999-00,Drugs,2.5,557
E09000032,Wandsworth,1999-00,Drugs,2.3,613
E09000033,Westminster,1999-00,Drugs,16.3,"3,087"
#N/A,Heathrow,1999-00,Drugs,n/a,40
E13000001,Inner London,1999-00,Drugs,5.5,"15,236"
E13000002,Outer London,1999-00,Drugs,2.3,"10,270"
E12000007,Met Police Area,1999-00,Drugs,3.6,"25,546"
727,England and Wales,1999-00,Drugs,9.7,"506,190"
E09000002,Barking and Dagenham,2000-01,Drugs,2.5,406
E09000003,Barnet,2000-01,Drugs,1.5,484
E09000004,Bexley,2000-01,Drugs,2,441
E09000005,Brent,2000-01,Drugs,3.2,850
E09000006,Bromley,2000-01,Drugs,1.5,445
E09000007,Camden,2000-01,Drugs,7.2,"1,409"
E09000008,Croydon,2000-01,Drugs,2.1,715
E09000009,Ealing,2000-01,Drugs,2.8,841
E09000010,Enfield,2000-01,Drugs,2,562
E09000011,Greenwich,2000-01,Drugs,4.4,949
E09000012,Hackney,2000-01,Drugs,4.7,951
E09000013,Hammersmith and Fulham,2000-01,Drugs,4.3,712
E09000014,Haringey,2000-01,Drugs,4.8,"1,055"
E09000015,Harrow,2000-01,Drugs,2.1,436
E09000016,Havering,2000-01,Drugs,2,449
E09000017,Hillingdon,2000-01,Drugs,1.7,415
E09000018,Hounslow,2000-01,Drugs,2.5,528
E09000019,Islington,2000-01,Drugs,4.4,778
E09000020,Kensington and Chelsea,2000-01,Drugs,4,614
E09000021,Kingston upon Thames,2000-01,Drugs,3.4,505
E09000022,Lambeth,2000-01,Drugs,5.1,"1,367"
E09000023,Lewisham,2000-01,Drugs,2.5,638
E09000024,Merton,2000-01,Drugs,1.4,265
E09000025,Newham,2000-01,Drugs,2.7,670
E09000026,Redbridge,2000-01,Drugs,1.6,384
E09000027,Richmond upon Thames,2000-01,Drugs,1.5,253
E09000028,Southwark,2000-01,Drugs,5.7,"1,429"
